question_id,configuration,selection_metric,combination,model_level,prompt_level,n_members,is_own_arm,overall_mae,balanced_mae,mean_bias,mae_bin_0-20,n_bin_0-20,mae_bin_0-20_repeat_median,mae_bin_0-20_repeat_min,mae_bin_0-20_repeat_max,mae_bin_20-40,n_bin_20-40,mae_bin_20-40_repeat_median,mae_bin_20-40_repeat_min,mae_bin_20-40_repeat_max,mae_bin_40-60,n_bin_40-60,mae_bin_40-60_repeat_median,mae_bin_40-60_repeat_min,mae_bin_40-60_repeat_max,mae_bin_60-80,n_bin_60-80,mae_bin_60-80_repeat_median,mae_bin_60-80_repeat_min,mae_bin_60-80_repeat_max,mae_bin_80-100,n_bin_80-100,mae_bin_80-100_repeat_median,mae_bin_80-100_repeat_min,mae_bin_80-100_repeat_max,repeat_median_balanced_mae,repeat_min_balanced_mae,repeat_max_balanced_mae,repeat_median_overall_mae,repeat_min_overall_mae,repeat_max_overall_mae,balanced_mae_median_rank,balanced_mae_best_rank,balanced_mae_worst_rank,balanced_mae_share_ranked_first,overall_mae_median_rank,overall_mae_best_rank,overall_mae_worst_rank,overall_mae_share_ranked_first,balanced_mae_interval_uncorrected,no_bootstrap,no_pairwise_test,is_ensemble,overall_mae_offarm,balanced_mae_offarm,c1_serving_confounded,c1_serving_confounded_always,c1_serving_confounded_share_of_folds
Q2,top2M x Grid-Overlay,MAE_b,mean,top2M,Grid-Overlay,2,False,7.062095238095237,12.125985100350482,3.5001731601731603,6.045798499464087,933,5.954072883172556,5.758949624866018,6.578403001071798,7.1675,108,7.027777777777778,7.027777777777778,7.62037037037037,11.481521739130436,46,11.543478260869565,10.576086956521738,12.41304347826087,16.962105263157888,38,16.81578947368421,16.5,17.855263157894736,18.973000000000003,30,18.666666666666668,17.666666666666668,21.0,12.001557012434157,12.001557012434157,12.506650545893446,6.964632034632034,6.848571428571428,7.525844155844155,14.5,13.0,25.0,0.0,,,,,False,True,True,True,7.062095238095237,,True,False,0.032
Q2,all6M x Grid-Overlay,MAE_b,mean,all6M,Grid-Overlay,6,False,7.691010101010102,12.126516493849687,4.620158730158729,6.838728117184706,933,6.838728117184707,6.838728117184707,6.838728117184707,7.766203703703707,108,7.766203703703706,7.766203703703706,7.766203703703706,10.097826086956518,46,10.09782608695652,10.09782608695652,10.09782608695652,15.179824561403507,38,15.179824561403507,15.179824561403507,15.179824561403507,20.749999999999996,30,20.749999999999996,20.749999999999996,20.749999999999996,12.126516493849687,12.126516493849687,12.126516493849687,7.691010101010103,7.691010101010103,7.691010101010103,18.0,15.0,22.0,0.0,,,,,False,True,True,True,7.691010101010102,,True,True,1.0
Q2,top2M@own,MAE_b,mean,top2M,@own,2,True,7.025621645021643,12.131152484610254,3.461692640692641,5.9803247588424355,933,5.954072883172556,5.692015005359054,6.550214362272226,7.341851851851852,108,7.074074074074074,6.888888888888889,8.23611111111111,11.630217391304347,46,11.543478260869565,10.619565217391305,13.304347826086957,16.992368421052632,38,16.81578947368421,15.894736842105264,18.07894736842105,18.711000000000002,30,18.666666666666668,17.416666666666668,19.833333333333332,12.12116309927622,11.891271137479904,12.557702139180686,6.964632034632034,6.846796536796536,7.525844155844155,17.0,12.0,24.0,0.0,,,,,False,True,True,True,7.025621645021643,,True,False,0.032
Q2,Llama-4-Scout x top3P,MAE_b,mean,Llama-4-Scout,top3P,3,False,6.457699855699856,12.168183359499555,3.20148051948052,4.807306180778848,933,4.8073061807788475,4.8073061807788475,4.8073061807788475,12.190679012345674,108,12.190679012345676,12.190679012345676,12.190679012345676,13.40579710144927,46,13.405797101449272,13.405797101449272,13.405797101449272,15.881578947368423,38,15.881578947368421,15.881578947368421,15.881578947368421,14.555555555555554,30,14.555555555555554,14.555555555555554,14.555555555555554,12.168183359499555,12.168183359499555,12.168183359499555,6.457699855699856,6.457699855699856,6.457699855699856,19.0,16.0,23.0,0.0,,,,,False,True,True,True,6.457699855699856,,False,False,0.0
Q2,Llama-4-Scout x top2P,MAE_b,mean,Llama-4-Scout,top2P,2,False,6.232512727272727,12.22659043628963,2.753913593073593,4.548003215434078,933,4.544560557341902,4.453483386923897,4.763451232583059,11.373612962962964,108,11.26388888888889,10.99537037037037,12.600833333333332,14.648695652173915,46,14.869565217391305,13.771739130434783,15.315217391304348,17.024473684210527,38,16.973684210526315,16.480263157894736,18.289473684210527,13.538166666666669,30,13.337499999999999,12.866666666666667,15.225,12.194385656967494,12.053263021772239,12.697308028447555,6.217056277056276,6.115670995670994,6.526787878787879,19.0,14.0,27.0,0.0,,,,,False,True,True,True,6.232512727272727,,False,False,0.0
Q2,top3M x top2P,MAE_b,mean,top3M,top2P,6,False,6.945019336219336,12.358141910576649,3.3824675324675333,5.841715612718823,933,5.848758485173261,5.413665594855297,6.5401393354769555,7.3828703703703695,108,7.388117283950619,6.702160493827161,8.060185185185185,11.337246376811592,46,11.40942028985507,10.376811594202897,12.206521739130435,16.930877192982457,38,16.879385964912284,16.048245614035093,18.092105263157894,20.298000000000002,30,20.24444444444445,18.694444444444446,21.383333333333333,12.353599647207915,11.9789234740859,12.77287491596241,6.940180375180375,6.55031746031746,7.535310245310247,22.0,13.0,28.0,0.0,,,,,False,True,True,True,6.945019336219336,,True,False,0.408
Q2,top3M x top3P,MAE_b,mean,top3M,top3P,9,False,6.759608465608466,12.39706351048395,3.111159211159211,5.597143027271646,933,5.581636298678099,5.252798618554255,6.096409431939983,7.390349794238682,108,7.377829218106994,6.843621399176953,8.001028806584365,11.314202898550725,46,11.357487922705316,10.468599033816428,12.10144927536232,17.011695906432752,38,17.03216374269006,16.248538011695906,17.92982456140351,20.67192592592593,30,20.666666666666668,19.28518518518518,21.903703703703705,12.38697878233182,11.986256797154411,12.812336196462837,6.753997113997114,6.425728715728716,7.205921115921116,22.5,14.0,27.0,0.0,,,,,False,True,True,True,6.759608465608466,,True,False,0.408
Q2,top3M x Grid-Overlay,MAE_b,mean,top3M,Grid-Overlay,3,False,7.457964213564213,12.40586871376369,4.078444444444444,6.494550196498746,933,6.477920685959265,5.935887817077522,7.291300464451581,7.517962962962963,108,7.517746913580249,7.052469135802469,7.936728395061728,10.576666666666668,46,10.608695652173912,9.7536231884058,11.456521739130437,16.607719298245616,38,16.609649122807014,15.833333333333332,17.289473684210527,20.832444444444445,30,21.0,19.522222222222226,22.488888888888887,12.402933295344392,11.990093985838355,12.804327973186457,7.437965367965369,6.962698412698413,8.142236652236651,23.5,13.0,28.0,0.0,,,,,False,True,True,True,7.457964213564213,,True,False,0.408
Q2,top3M x Short,MAE_b,mean,top3M,Short,3,False,6.70670533910534,12.432518726304036,2.965324675324675,5.481384065737761,933,5.466952483029654,5.160896748838874,5.936530903894247,7.6332716049382725,108,7.592592592592595,7.003086419753091,8.672839506172842,12.31840579710145,46,12.347826086956522,11.108695652173916,13.731884057971016,17.39842105263158,38,17.5,15.719298245614036,18.70175438596491,19.331111111111113,30,19.388888888888886,17.777777777777775,20.500000000000004,12.405628294112162,11.892004088307663,12.961348992552734,6.695468975468975,6.412222222222223,7.112077922077923,23.0,11.0,28.0,0.0,,,,,False,True,True,True,6.70670533910534,,True,False,0.408
Q2,Qwen-2.5 x all4P,MAE_b,mean,Qwen-2.5,all4P,4,False,6.354740259740259,12.449435281724513,2.25547619047619,5.025160771704179,933,5.025160771704179,5.025160771704179,5.025160771704179,7.4375,108,7.4375,7.4375,7.4375,12.315217391304348,46,12.315217391304348,12.315217391304348,12.315217391304348,19.67763157894737,38,19.67763157894737,19.67763157894737,19.67763157894737,17.791666666666668,30,17.791666666666668,17.791666666666668,17.791666666666668,12.449435281724513,12.449435281724513,12.449435281724513,6.35474025974026,6.35474025974026,6.35474025974026,24.0,20.0,26.0,0.0,,,,,False,True,True,True,6.354740259740259,,False,False,0.0
Q2,top2M x top2P,MAE_b,mean,top2M,top2P,4,False,6.709277922077922,12.569305680790976,2.718930735930736,5.525220793140404,933,5.4859458735262585,5.2551714898177915,6.012808145766339,6.801851851851852,108,6.621527777777778,6.416666666666667,7.597222222222222,12.070543478260868,46,12.032608695652174,11.065217391304348,13.157608695652174,18.85907894736842,38,18.80592105263158,18.06578947368421,19.38157894736842,19.58983333333333,30,19.583333333333332,17.875,21.141666666666666,12.570793521931801,12.21589846842435,13.071721252604926,6.646893939393939,6.508268398268398,7.09638528138528,25.5,19.0,29.0,0.0,,,,,False,True,True,True,6.709277922077922,,True,False,0.032
Q2,top2M x top3P,MAE_b,mean,top2M,top3P,6,False,6.508839538239538,12.66760029682607,2.3664689754689756,5.25302572347266,933,5.174633797784914,5.070257234726679,5.655627009646293,6.79259259259259,108,6.584876543209875,6.53858024691358,7.41049382716049,11.953985507246378,46,11.999999999999998,11.01449275362319,12.681159420289854,19.125175438596496,38,19.18421052631579,18.175438596491226,19.789473684210527,20.213222222222225,30,20.16666666666667,18.916666666666668,21.44444444444445,12.62207750679545,12.428344324872844,13.008594647192927,6.428658008658008,6.339437229437229,6.863376623376623,27.0,22.0,29.0,0.0,,,,,False,True,True,True,6.508839538239538,,True,False,0.032
