question_id,contrast,model,n_pairs,estimate,ci_lo,ci_hi,ci_method,p_primary_raw,p_primary_holm,p_primary_at_floor,p_primary_raw_display,p_companion_raw,p_companion_holm,p_companion_method,p_clustered_webb,n_distinct_abs_t_star,loco_min,loco_max,ci_width_ratio_clustered_to_headline,stream_note,hl_median_ae_diff_descriptive,wilcoxon_statistic_descriptive,p_wilcoxon_raw_descriptive,p_wilcoxon_holm_descriptive,rank_biserial,n_zero_diff,n_tied_ranks,sign_test_n_used,sign_test_n_pos,win_rate_model,win_rate_baseline,tie_rate,delta_overall_mae,delta_overall_mae_ci_lo,delta_overall_mae_ci_hi,delta_rmse,delta_rmse_ci_lo,delta_rmse_ci_hi,bias_model,bias_baseline,delta_abs_bias,bias_direction_opposed,delta_spearman,delta_spearman_ci_lo,delta_spearman_ci_hi,d_spearman_ci_lo_simult,d_spearman_ci_hi_simult,c1_serving_confounded,c1_not_applicable_baseline_side,maverick_floor_delta,within_run_to_run_variability_overall_mae,floor_not_estimable_for_balanced_mae,balanced_mae_maverick_caveat,holm_family,holm_family_size
Q9,Gemma-3-12B_vs_classical_baseline,Gemma-3-12B,1155,-26.126430666028003,-27.806961677413394,-24.360831101720876,BCa,9.999000099990002e-05,0.0005999400059994001,True,< 1.0e-04,2.5433698800183193e-22,1.2716849400091596e-21,exact paired sign test (K2 fallback; K2 failed on all six contrasts),0.0272,100,-26.832892585138012,-25.77532602419484,2.345234266588716,"p_primary_* = bin-balanced claim (bootstrap p on Delta balanced MAE); p_companion_* = typical-image claim (exact paired sign test; K2 symmetry failed on all six contrasts, so Wilcoxon/Hodges-Lehmann is demoted to the descriptive-only columns below). Neither is subordinate to the other.",1.5104970150042263,279215.0,1.4827409082367292e-06,5.930963632946917e-06,0.16351353375574829,0,0,1155,742,0.3575757575757576,0.6424242424242425,0.0,-1.2677937724886306,-2.258395401351119,-0.3545278201732591,-8.936316029792744,-10.538095305242237,-7.399965919586225,5.3457359307359305,-10.004567508956246,-4.658831578220315,True,0.31438915057726285,0.26147076020444554,0.36819770539099383,0.24374925143835535,0.3925275701066574,False,True,,not applicable (no floor set),False,,H,6
Q9,Gemma-3-27B_vs_classical_baseline,Gemma-3-27B,1155,-26.016348195416974,-27.76184932403631,-24.25030367375729,BCa,9.999000099990002e-05,0.0005999400059994001,True,< 1.0e-04,9.069162683987398e-42,5.441497610392439e-41,exact paired sign test (K2 fallback; K2 failed on all six contrasts),0.0267,100,-27.30650075915284,-25.066789253354003,2.031882663724939,"p_primary_* = bin-balanced claim (bootstrap p on Delta balanced MAE); p_companion_* = typical-image claim (exact paired sign test; K2 symmetry failed on all six contrasts, so Wilcoxon/Hodges-Lehmann is demoted to the descriptive-only columns below). Neither is subordinate to the other.",2.922850501147204,262793.0,3.804155877452247e-10,1.9020779387261233e-09,0.21271139471831513,0,2,1155,805,0.30303030303030304,0.696969696969697,0.0,-0.6922742919691505,-1.6768046208912284,0.2414968212939638,-8.76822796385165,-10.283052500394932,-7.275075943979569,5.756017316017316,-10.004567508956246,-4.2485501929389295,True,0.33215123573938915,0.2811142449378329,0.3846648519325717,0.2651021519240048,0.4035151230819013,False,True,,not applicable (no floor set),False,,H,6
Q9,Llama-4-Maverick_vs_classical_baseline,Llama-4-Maverick,1155,-26.09400125691954,-27.505060453580356,-24.626739409423557,BCa,9.999000099990002e-05,0.0005999400059994001,True,< 1.0e-04,2.5435463727466347e-09,1.0174185490986539e-08,exact paired sign test (K2 fallback; K2 failed on all six contrasts),0.0376,100,-26.77961740305972,-25.745817432296544,2.6385649773821034,"p_primary_* = bin-balanced claim (bootstrap p on Delta balanced MAE); p_companion_* = typical-image claim (exact paired sign test; K2 symmetry failed on all six contrasts, so Wilcoxon/Hodges-Lehmann is demoted to the descriptive-only columns below). Neither is subordinate to the other.",-1.1591052748762225,246194.0,1.1117068867319143e-14,6.670241320391486e-14,-0.2624395212630507,0,0,1155,476,0.5878787878787879,0.4121212121212121,0.0,-4.194482084176943,-5.092963849396005,-3.4184650641878025,-11.702832448388051,-13.266936490800372,-10.188992861157976,0.7141774891774892,-10.004567508956246,-9.290390019778757,True,0.3581399272820757,0.3070944831084411,0.4095952489437916,0.29020787468923864,0.43101408392207546,False,True,0.65,False,True,Maverick's balanced-MAE effect sits above a reproducibility floor this data cannot quantify on the balanced-MAE scale; the nearest available bound is the overall-MAE run-to-run floor delta_Mav=0.650.,H,6
Q9,Llama-4-Scout_vs_classical_baseline,Llama-4-Scout,1155,-24.18553150111703,-25.746404043810024,-22.388461488523834,BCa,9.999000099990002e-05,0.0005999400059994001,True,< 1.0e-04,0.09935766790552839,0.19871533581105677,exact paired sign test (K2 fallback; K2 failed on all six contrasts),0.0352,100,-26.023860737693614,-23.536327936498225,3.3841524456827496,"p_primary_* = bin-balanced claim (bootstrap p on Delta balanced MAE); p_companion_* = typical-image claim (exact paired sign test; K2 symmetry failed on all six contrasts, so Wilcoxon/Hodges-Lehmann is demoted to the descriptive-only columns below). Neither is subordinate to the other.",-0.625200477750272,288394.0,6.22747644637682e-05,0.00018682429339130462,-0.13601461975164397,0,0,1155,549,0.5246753246753246,0.4753246753246753,0.0,-3.421347885042744,-4.235489249030787,-2.6653853637487512,-11.175889382735834,-12.757645573721812,-9.75803371601502,1.138978354978355,-10.004567508956246,-8.86558915397789,True,0.33948169779783494,0.2881012247467523,0.3941621494852381,0.2713738783189641,0.4132590386706951,False,True,,not applicable (no floor set),False,,H,6
Q9,Mistral-Small-3.2_vs_classical_baseline,Mistral-Small-3.2,1155,-26.65820135807804,-28.500385027429022,-24.65166909969928,BCa,9.999000099990002e-05,0.0005999400059994001,True,< 1.0e-04,0.0018025856761676982,0.005407757028503095,exact paired sign test (K2 fallback; K2 failed on all six contrasts),0.0265,100,-27.89487860412618,-26.134376619432935,2.417478708886075,"p_primary_* = bin-balanced claim (bootstrap p on Delta balanced MAE); p_companion_* = typical-image claim (exact paired sign test; K2 symmetry failed on all six contrasts, so Wilcoxon/Hodges-Lehmann is demoted to the descriptive-only columns below). Neither is subordinate to the other.",-0.27316485025963055,322538.0,0.3208326721782444,0.3208326721782444,-0.03372429185577974,0,0,1155,631,0.4536796536796537,0.5463203463203463,0.0,-3.3303262400210984,-4.274570947406463,-2.460534282621456,-10.539050438237958,-12.09345664649522,-9.087169918842529,2.0499567099567098,-10.004567508956246,-7.954610798999536,True,0.24838555097283982,0.19482520397876915,0.30254838879648527,0.17790341103780885,0.3238067348212779,False,True,,not applicable (no floor set),False,,H,6
Q9,Qwen-2.5_vs_classical_baseline,Qwen-2.5,1155,-29.320450203216968,-31.288304471434614,-27.134121843630094,BCa,9.999000099990002e-05,0.0005999400059994001,True,< 1.0e-04,0.15780954067148847,0.19871533581105677,exact paired sign test (K2 fallback; K2 failed on all six contrasts),0.0384,100,-29.703386429992513,-28.939509602955674,3.294349794291064,"p_primary_* = bin-balanced claim (bootstrap p on Delta balanced MAE); p_companion_* = typical-image claim (exact paired sign test; K2 symmetry failed on all six contrasts, so Wilcoxon/Hodges-Lehmann is demoted to the descriptive-only columns below). Neither is subordinate to the other.",-0.7240053473312402,289816.0,0.00010505487191524118,0.00021010974383048236,-0.1317545199898141,0,0,1155,553,0.5212121212121212,0.47878787878787876,0.0,-4.28218771188257,-5.283744247721995,-3.3743422758410713,-11.313621665111233,-13.021836539437082,-9.633400054620806,2.25547619047619,-10.004567508956246,-7.749091318480056,True,0.3716566652109275,0.3186253435472504,0.4264574699687454,0.30031891766989927,0.44776625746874565,False,True,,not applicable (no floor set),False,,H,6
